DATE,BAMLH0A3HYC,BAMLC0A4CBBB,BAMLH0A1HYBB,BAMLC0A3CA,BAMLH0A2HYB,BAMLC0A2CAA,BAMLC0A1CAAA
2005-09-27,8.08,1.24,2.63,0.75,3.19,0.60,0.59
2005-09-28,8.10,1.24,2.67,0.75,3.22,0.60,0.59
2005-09-29,8.06,1.24,2.65,0.75,3.21,0.60,0.58
2005-09-30,7.38,1.24,2.66,0.75,3.14,0.60,0.58
2005-10-03,7.28,1.23,2.62,0.75,3.06,0.59,0.58
2005-10-04,7.26,1.23,2.63,0.75,3.08,0.59,0.58
2005-10-05,7.35,1.23,2.65,0.75,3.09,0.59,0.58
2005-10-06,7.38,1.24,2.68,0.75,3.14,0.59,0.57
2005-10-07,7.46,1.25,2.71,0.76,3.18,0.60,0.58
2005-10-10,7.47,1.25,2.71,0.76,3.18,0.60,0.58
2005-10-11,7.59,1.25,2.79,0.75,3.22,0.59,0.57
2005-10-12,7.72,1.28,2.86,0.76,3.26,0.59,0.57
2005-10-13,7.77,1.30,2.90,0.77,3.32,0.59,0.58
2005-10-14,7.71,1.30,2.85,0.77,3.27,0.60,0.57
2005-10-17,7.57,1.26,2.70,0.76,3.22,0.59,0.57
2005-10-18,7.55,1.24,2.63,0.76,3.19,0.59,0.57
2005-10-19,7.65,1.25,2.67,0.76,3.21,0.59,0.57
2005-10-20,7.62,1.25,2.63,0.76,3.20,0.59,0.57
2005-10-21,7.65,1.24,2.62,0.76,3.24,0.59,0.57
2005-10-24,7.59,1.24,2.57,0.76,3.20,0.59,0.57
2005-10-25,7.49,1.24,2.54,0.76,3.14,0.59,0.57
2005-10-26,7.54,1.26,2.54,0.77,3.12,0.59,0.57
2005-10-27,7.63,1.27,2.63,0.77,3.19,0.60,0.58
2005-10-28,7.66,1.27,2.64,0.77,3.19,0.60,0.58
2005-10-31,7.65,1.29,2.66,0.78,3.25,0.61,0.58
2005-11-01,7.55,1.29,2.63,0.78,3.22,0.61,0.59
2005-11-02,7.51,1.29,2.61,0.78,3.18,0.61,0.59
2005-11-03,7.44,1.28,2.56,0.78,3.11,0.61,0.58
2005-11-04,7.49,1.28,2.56,0.78,3.10,0.61,0.58
2005-11-07,7.48,1.28,2.57,0.77,3.11,0.61,0.58
2005-11-08,7.53,1.29,2.63,0.78,3.16,0.61,0.59
2005-11-09,7.48,1.29,2.60,0.78,3.11,0.61,0.58
2005-11-10,7.54,1.30,2.67,0.78,3.18,0.62,0.59
2005-11-11,7.53,1.30,2.67,0.78,3.16,0.62,0.59
2005-11-14,7.56,1.31,2.72,0.77,3.12,0.61,0.58
2005-11-15,7.57,1.31,2.77,0.78,3.16,0.61,0.58
2005-11-16,7.67,1.34,2.89,0.79,3.24,0.62,0.59
2005-11-17,7.77,1.36,2.96,0.79,3.28,0.62,0.59
2005-11-18,7.63,1.35,2.86,0.79,3.21,0.62,0.58
2005-11-21,7.64,1.34,2.88,0.79,3.25,0.63,0.59
2005-11-22,7.69,1.35,2.90,0.80,3.28,0.63,0.59
2005-11-23,7.62,1.35,2.87,0.79,3.21,0.62,0.59
2005-11-24,7.62,1.35,2.86,0.79,3.21,0.62,0.59
2005-11-25,7.66,1.35,2.89,0.79,3.24,0.62,0.59
2005-11-28,7.64,1.35,2.89,0.79,3.24,0.63,0.59
2005-11-29,7.60,1.33,2.80,0.79,3.12,0.62,0.59
2005-11-30,7.71,1.36,2.66,0.81,3.33,0.62,0.60
2005-12-01,7.64,1.36,2.62,0.81,3.27,0.62,0.60
2005-12-02,7.65,1.36,2.63,0.82,3.29,0.63,0.61
2005-12-05,7.60,1.37,2.65,0.82,3.25,0.63,0.60
2005-12-06,7.66,1.38,2.72,0.82,3.32,0.63,0.60
2005-12-07,7.64,1.39,2.70,0.82,3.28,0.63,0.60
2005-12-08,7.72,1.39,2.73,0.83,3.34,0.63,0.61
2005-12-09,7.63,1.37,2.63,0.83,3.24,0.63,0.60
2005-12-12,7.65,1.37,2.59,0.82,3.24,0.63,0.60
2005-12-13,7.66,1.37,2.59,0.83,3.25,0.63,0.60
2005-12-14,7.76,1.38,2.65,0.83,3.31,0.63,0.60
2005-12-15,7.71,1.38,2.64,0.83,3.29,0.63,0.60
2005-12-16,7.74,1.38,2.64,0.83,3.31,0.63,0.61
2005-12-19,7.76,1.38,2.65,0.83,3.31,0.63,0.61
2005-12-20,7.71,1.39,2.66,0.83,3.29,0.63,0.61
2005-12-21,7.65,1.39,2.62,0.83,3.26,0.63,0.61
2005-12-22,7.68,1.39,2.67,0.84,3.31,0.63,0.61
2005-12-23,7.72,1.39,2.72,0.84,3.36,0.64,0.61
2005-12-26,.,.,.,.,.,.,.
2005-12-27,7.77,1.39,2.74,0.84,3.38,0.63,0.62
2005-12-28,7.70,1.39,2.71,0.84,3.32,0.63,0.62
2005-12-29,7.69,1.41,2.71,0.84,3.32,0.64,0.62
2005-12-30,7.63,1.40,2.69,0.83,3.28,0.64,0.62
2005-12-31,7.11,1.21,2.98,0.84,3.39,0.64,0.61
2006-01-02,.,.,.,.,.,.,.
2006-01-03,7.14,1.21,3.00,0.84,3.41,0.64,0.61
2006-01-04,7.10,1.21,2.93,0.84,3.40,0.65,0.62
2006-01-05,7.02,1.21,2.88,0.84,3.35,0.65,0.61
2006-01-06,6.93,1.21,2.77,0.84,3.30,0.65,0.61
2006-01-09,6.91,1.20,2.69,0.84,3.27,0.65,0.61
2006-01-10,6.89,1.20,2.69,0.84,3.26,0.65,0.61
2006-01-11,6.88,1.20,2.65,0.84,3.23,0.65,0.61
2006-01-12,6.98,1.20,2.71,0.84,3.29,0.65,0.61
2006-01-13,7.04,1.21,2.82,0.85,3.35,0.65,0.62
2006-01-16,7.02,1.20,2.81,0.85,3.32,0.65,0.62
2006-01-17,7.05,1.24,2.87,0.84,3.36,0.65,0.61
2006-01-18,7.06,1.20,2.85,0.85,3.37,0.65,0.61
2006-01-19,6.98,1.20,2.79,0.85,3.32,0.65,0.61
2006-01-20,6.99,1.19,2.82,0.84,3.34,0.65,0.61
2006-01-23,7.01,1.19,2.79,0.84,3.34,0.64,0.61
2006-01-24,6.96,1.19,2.72,0.84,3.29,0.64,0.60
2006-01-25,6.87,1.18,2.64,0.84,3.18,0.64,0.60
2006-01-26,6.81,1.17,2.64,0.83,3.15,0.64,0.59
2006-01-27,6.81,1.17,2.61,0.83,3.13,0.63,0.59
2006-01-30,6.76,1.17,2.54,0.83,3.08,0.63,0.59
2006-01-31,6.90,1.16,2.54,0.83,3.22,0.64,0.60
2006-02-01,6.80,1.16,2.49,0.83,3.16,0.64,0.60
2006-02-02,6.78,1.15,2.51,0.82,3.14,0.63,0.60
2006-02-03,6.82,1.16,2.54,0.83,3.16,0.63,0.60
2006-02-06,6.82,1.15,2.54,0.83,3.16,0.63,0.60
2006-02-07,6.79,1.16,2.56,0.83,3.17,0.64,0.60
2006-02-08,6.77,1.16,2.56,0.83,3.16,0.64,0.60
2006-02-09,6.74,1.15,2.57,0.83,3.16,0.64,0.60
2006-02-10,6.69,1.15,2.54,0.82,3.12,0.63,0.59
2006-02-13,6.70,1.14,2.57,0.82,3.14,0.63,0.59
2006-02-14,6.67,1.14,2.57,0.82,3.11,0.63,0.59
2006-02-15,6.66,1.14,2.53,0.82,3.08,0.63,0.59
2006-02-16,6.60,1.14,2.51,0.82,3.05,0.62,0.59
2006-02-17,6.63,1.13,2.51,0.82,3.07,0.61,0.59
2006-02-20,6.63,1.13,2.51,0.81,3.06,0.61,0.59
2006-02-21,6.57,1.13,2.54,0.81,3.02,0.62,0.59
2006-02-22,6.56,1.13,2.58,0.82,3.03,0.62,0.60
2006-02-23,6.50,1.12,2.56,0.81,2.98,0.62,0.59
2006-02-24,6.49,1.12,2.57,0.82,3.00,0.62,0.59
2006-02-27,6.48,1.12,2.58,0.81,2.99,0.61,0.59
2006-02-28,6.53,1.17,2.63,0.82,3.10,0.62,0.60
2006-03-01,6.48,1.13,2.61,0.81,3.05,0.61,0.58
2006-03-02,6.49,1.13,2.61,0.81,3.01,0.61,0.58
2006-03-03,6.43,1.13,2.60,0.80,2.98,0.61,0.58
2006-03-06,6.43,1.13,2.56,0.80,2.95,0.61,0.58
2006-03-07,6.51,1.13,2.58,0.81,3.00,0.61,0.58
2006-03-08,6.56,1.14,2.57,0.81,3.02,0.61,0.57
2006-03-09,6.59,1.14,2.58,0.81,3.03,0.61,0.57
2006-03-10,6.56,1.14,2.56,0.81,3.00,0.61,0.57
2006-03-13,6.55,1.14,2.52,0.81,2.98,0.61,0.57
2006-03-14,6.62,1.14,2.58,0.81,3.06,0.61,0.58
2006-03-15,6.52,1.13,2.54,0.81,3.01,0.61,0.57
2006-03-16,6.57,1.14,2.59,0.82,3.07,0.62,0.58
2006-03-17,6.51,1.13,2.58,0.81,3.03,0.61,0.58
2006-03-20,6.50,1.13,2.56,0.81,3.02,0.62,0.58
2006-03-21,6.37,1.13,2.49,0.81,2.92,0.62,0.57
2006-03-22,6.34,1.13,2.49,0.81,2.91,0.62,0.57
2006-03-23,6.29,1.13,2.49,0.81,2.88,0.62,0.57
2006-03-24,6.33,1.14,2.52,0.82,2.94,0.62,0.58
2006-03-27,6.29,1.14,2.49,0.82,2.89,0.62,0.58
2006-03-28,6.17,1.13,2.45,0.82,2.80,0.62,0.57
2006-03-29,6.20,1.14,2.47,0.82,2.82,0.62,0.57
2006-03-30,6.18,1.14,2.43,0.82,2.81,0.62,0.57
2006-03-31,6.16,1.16,2.43,0.83,2.84,0.63,0.58
2006-04-03,6.03,1.16,2.39,0.83,2.82,0.63,0.59
2006-04-04,6.06,1.16,2.41,0.83,2.83,0.63,0.58
2006-04-05,6.06,1.16,2.45,0.83,2.84,0.63,0.58
2006-04-06,6.02,1.16,2.46,0.83,2.82,0.63,0.58
2006-04-07,5.95,1.15,2.42,0.82,2.76,0.62,0.57
2006-04-10,5.97,1.15,2.46,0.83,2.79,0.63,0.58
2006-04-11,5.97,1.16,2.46,0.83,2.82,0.63,0.58
2006-04-12,5.91,1.15,2.42,0.82,2.77,0.62,0.58
2006-04-13,5.89,1.15,2.41,0.82,2.75,0.62,0.58
2006-04-14,.,.,.,.,.,.,.
2006-04-17,5.93,1.15,2.43,0.82,2.79,0.63,0.58
2006-04-18,5.94,1.16,2.46,0.83,2.82,0.63,0.59
2006-04-19,5.88,1.15,2.44,0.82,2.77,0.63,0.58
2006-04-20,5.82,1.15,2.42,0.83,2.74,0.63,0.58
2006-04-21,5.80,1.15,2.42,0.83,2.74,0.63,0.58
2006-04-24,5.80,1.14,2.45,0.82,2.76,0.63,0.59
2006-04-25,5.67,1.13,2.39,0.82,2.68,0.62,0.58
2006-04-26,5.59,1.13,2.40,0.82,2.68,0.62,0.58
2006-04-27,5.61,1.13,2.41,0.82,2.72,0.63,0.58
2006-04-28,5.58,1.13,2.42,0.82,2.72,0.63,0.58
2006-04-30,5.72,1.13,2.42,0.82,2.76,0.63,0.58
2006-05-01,5.60,1.12,2.37,0.81,2.68,0.62,0.57
2006-05-02,5.58,1.11,2.37,0.81,2.69,0.62,0.58
2006-05-03,5.52,1.11,2.36,0.80,2.66,0.62,0.57
2006-05-04,5.48,1.11,2.37,0.80,2.64,0.62,0.57
2006-05-05,5.50,1.11,2.41,0.81,2.67,0.62,0.57
2006-05-08,5.45,1.11,2.40,0.81,2.64,0.62,0.58
2006-05-09,5.43,1.11,2.38,0.81,2.63,0.62,0.58
2006-05-10,5.37,1.11,2.36,0.81,2.61,0.62,0.58
2006-05-11,5.34,1.11,2.35,0.81,2.59,0.62,0.58
2006-05-12,5.34,1.11,2.34,0.81,2.59,0.62,0.57
2006-05-15,5.40,1.11,2.36,0.81,2.64,0.62,0.58
2006-05-16,5.49,1.12,2.42,0.81,2.71,0.62,0.58
2006-05-17,5.57,1.13,2.45,0.83,2.76,0.64,0.60
2006-05-18,5.63,1.14,2.50,0.83,2.83,0.64,0.60
2006-05-19,5.60,1.14,2.50,0.83,2.81,0.64,0.60
2006-05-22,5.71,1.15,2.56,0.84,2.88,0.65,0.59
2006-05-23,5.67,1.15,2.54,0.83,2.85,0.65,0.59
2006-05-24,5.75,1.16,2.58,0.84,2.92,0.65,0.59
2006-05-25,5.68,1.16,2.54,0.84,2.87,0.65,0.59
2006-05-26,5.69,1.16,2.53,0.84,2.86,0.65,0.59
2006-05-29,5.69,1.16,2.52,0.84,2.85,0.65,0.59
2006-05-30,5.69,1.16,2.50,0.84,2.83,0.64,0.59
2006-05-31,5.68,1.19,2.52,0.84,2.84,0.65,0.59
2006-06-01,5.67,1.20,2.54,0.85,2.86,0.65,0.59
2006-06-02,5.77,1.20,2.61,0.86,2.96,0.66,0.60
2006-06-05,5.72,1.20,2.60,0.85,2.93,0.65,0.60
2006-06-06,5.81,1.22,2.64,0.86,2.97,0.65,0.60
2006-06-07,5.78,1.22,2.62,0.86,2.94,0.65,0.60
2006-06-08,5.85,1.23,2.66,0.87,2.99,0.66,0.61
2006-06-09,5.83,1.23,2.65,0.87,3.01,0.66,0.61
2006-06-12,5.86,1.23,2.62,0.87,2.99,0.66,0.61
2006-06-13,5.98,1.24,2.66,0.87,3.07,0.66,0.61
2006-06-14,6.03,1.25,2.66,0.88,3.05,0.67,0.61
2006-06-15,5.98,1.24,2.64,0.88,3.04,0.67,0.61
2006-06-16,5.93,1.24,2.62,0.88,3.00,0.67,0.60
2006-06-19,5.90,1.24,2.61,0.88,3.00,0.67,0.61
2006-06-20,5.96,1.25,2.63,0.88,3.02,0.67,0.61
2006-06-21,6.03,1.25,2.69,0.88,3.09,0.67,0.61
2006-06-22,6.00,1.26,2.67,0.89,3.06,0.68,0.60
2006-06-23,5.99,1.26,2.67,0.88,3.05,0.67,0.60
2006-06-26,6.01,1.27,2.70,0.89,3.07,0.68,0.61
2006-06-27,6.03,1.27,2.71,0.89,3.10,0.68,0.61
2006-06-28,6.01,1.27,2.69,0.89,3.07,0.68,0.61
2006-06-29,5.98,1.27,2.69,0.89,3.07,0.67,0.61
2006-06-30,6.39,1.27,2.65,0.90,3.13,0.68,0.61
2006-07-03,6.37,1.27,2.63,0.90,3.09,0.67,0.61
2006-07-04,6.37,1.27,2.63,0.90,3.09,0.67,0.61
2006-07-05,6.31,1.26,2.58,0.90,3.04,0.67,0.61
2006-07-06,6.34,1.26,2.61,0.90,3.08,0.67,0.61
2006-07-07,6.33,1.26,2.63,0.90,3.11,0.67,0.61
2006-07-10,6.30,1.26,2.60,0.90,3.09,0.67,0.61
2006-07-11,6.34,1.26,2.61,0.90,3.13,0.67,0.61
2006-07-12,6.32,1.26,2.61,0.90,3.13,0.67,0.61
2006-07-13,6.43,1.27,2.65,0.90,3.20,0.67,0.61
2006-07-14,6.48,1.28,2.71,0.91,3.25,0.67,0.61
2006-07-17,6.45,1.28,2.70,0.91,3.23,0.67,0.61
2006-07-18,6.39,1.27,2.65,0.90,3.17,0.67,0.60
2006-07-19,6.44,1.28,2.70,0.90,3.24,0.67,0.61
2006-07-20,6.45,1.27,2.70,0.90,3.24,0.67,0.61
2006-07-21,6.45,1.27,2.67,0.90,3.22,0.67,0.61
2006-07-24,6.46,1.27,2.68,0.90,3.23,0.67,0.61
2006-07-25,6.39,1.27,2.64,0.90,3.20,0.67,0.61
2006-07-26,6.36,1.27,2.64,0.90,3.21,0.67,0.61
2006-07-27,6.33,1.26,2.62,0.90,3.20,0.67,0.61
2006-07-28,6.40,1.27,2.64,0.90,3.26,0.67,0.61
2006-07-31,6.49,1.27,2.59,0.90,3.39,0.67,0.62
2006-08-01,6.49,1.27,2.57,0.90,3.39,0.68,0.62
2006-08-02,6.48,1.27,2.54,0.90,3.36,0.67,0.62
2006-08-03,6.46,1.27,2.54,0.90,3.37,0.67,0.62
2006-08-04,6.48,1.27,2.56,0.91,3.40,0.68,0.62
2006-08-07,6.48,1.27,2.53,0.90,3.36,0.68,0.62
2006-08-08,6.47,1.28,2.52,0.91,3.37,0.68,0.62
2006-08-09,6.49,1.28,2.51,0.91,3.37,0.68,0.62
2006-08-10,6.53,1.28,2.53,0.91,3.36,0.68,0.62
2006-08-11,6.52,1.28,2.50,0.90,3.33,0.68,0.62
2006-08-14,6.46,1.27,2.47,0.89,3.29,0.67,0.61
2006-08-15,6.51,1.27,2.51,0.89,3.33,0.67,0.61
2006-08-16,6.54,1.27,2.53,0.90,3.35,0.67,0.61
2006-08-17,6.49,1.27,2.51,0.89,3.31,0.67,0.61
2006-08-18,6.53,1.27,2.52,0.89,3.35,0.67,0.61
2006-08-21,6.54,1.27,2.55,0.89,3.37,0.67,0.61
2006-08-22,6.56,1.27,2.55,0.89,3.37,0.66,0.61
2006-08-23,6.56,1.27,2.55,0.89,3.36,0.66,0.61
2006-08-24,6.59,1.27,2.55,0.89,3.35,0.66,0.61
2006-08-25,6.61,1.27,2.55,0.89,3.37,0.66,0.61
2006-08-28,6.61,1.27,2.50,0.89,3.35,0.66,0.61
2006-08-29,6.61,1.27,2.49,0.89,3.36,0.66,0.61
2006-08-30,6.62,1.27,2.49,0.89,3.38,0.66,0.60
2006-08-31,6.64,1.28,2.54,0.90,3.46,0.67,0.61
2006-09-01,6.62,1.28,2.55,0.90,3.46,0.68,0.61
2006-09-04,6.63,1.28,2.55,0.90,3.46,0.68,0.61
2006-09-05,6.55,1.27,2.50,0.89,3.40,0.67,0.61
2006-09-06,6.54,1.28,2.46,0.89,3.38,0.67,0.61
2006-09-07,6.54,1.27,2.47,0.89,3.38,0.67,0.61
2006-09-08,6.55,1.27,2.49,0.89,3.39,0.67,0.61
2006-09-11,6.49,1.27,2.46,0.89,3.36,0.67,0.61
2006-09-12,6.52,1.27,2.48,0.89,3.36,0.67,0.61
2006-09-13,6.46,1.27,2.47,0.89,3.33,0.67,0.61
2006-09-14,6.42,1.27,2.45,0.89,3.29,0.67,0.61
2006-09-15,6.36,1.26,2.45,0.88,3.27,0.67,0.60
2006-09-18,6.37,1.26,2.45,0.88,3.26,0.67,0.60
2006-09-19,6.47,1.27,2.50,0.89,3.35,0.68,0.61
2006-09-20,6.46,1.27,2.49,0.88,3.34,0.67,0.60
2006-09-21,6.56,1.28,2.56,0.89,3.44,0.68,0.61
2006-09-22,6.64,1.28,2.61,0.89,3.49,0.68,0.62
2006-09-25,6.69,1.28,2.61,0.89,3.52,0.67,0.61
2006-09-26,6.66,1.28,2.56,0.88,3.47,0.67,0.61
2006-09-27,6.59,1.28,2.54,0.89,3.43,0.67,0.60
2006-09-28,6.56,1.28,2.51,0.89,3.41,0.67,0.60
2006-09-29,6.54,1.28,2.50,0.88,3.38,0.67,0.60
2006-09-30,6.61,1.29,2.39,0.89,3.45,0.68,0.60
2006-10-02,6.58,1.29,2.39,0.89,3.45,0.67,0.60
2006-10-03,6.56,1.29,2.39,0.89,3.45,0.67,0.60
2006-10-04,6.54,1.30,2.41,0.89,3.47,0.67,0.60
2006-10-05,6.47,1.29,2.37,0.89,3.40,0.67,0.60
2006-10-06,6.35,1.28,2.31,0.88,3.32,0.66,0.60
2006-10-09,6.35,1.28,2.30,0.88,3.32,0.66,0.60
2006-10-10,6.29,1.28,2.26,0.88,3.27,0.66,0.60
2006-10-11,6.23,1.28,2.23,0.88,3.25,0.66,0.59
2006-10-12,6.19,1.27,2.23,0.87,3.22,0.66,0.59
2006-10-13,6.17,1.27,2.20,0.87,3.19,0.66,0.59
2006-10-16,6.06,1.27,2.21,0.87,3.19,0.66,0.60
2006-10-17,6.11,1.27,2.22,0.87,3.21,0.66,0.60
2006-10-18,6.08,1.26,2.21,0.87,3.20,0.66,0.60
2006-10-19,6.07,1.26,2.19,0.87,3.19,0.66,0.60
2006-10-20,6.08,1.25,2.19,0.86,3.19,0.66,0.59
2006-10-23,6.03,1.25,2.17,0.86,3.16,0.66,0.59
2006-10-24,6.05,1.25,2.17,0.86,3.16,0.65,0.60
2006-10-25,6.09,1.25,2.20,0.86,3.21,0.66,0.60
2006-10-26,6.11,1.25,2.22,0.86,3.24,0.66,0.60
2006-10-27,6.11,1.25,2.24,0.86,3.26,0.66,0.60
2006-10-30,6.10,1.25,2.22,0.86,3.24,0.65,0.59
2006-10-31,6.11,1.26,2.29,0.87,3.32,0.66,0.60
2006-11-01,6.12,1.26,2.30,0.87,3.32,0.67,0.60
2006-11-02,6.06,1.25,2.25,0.87,3.26,0.66,0.60
2006-11-03,5.89,1.23,2.15,0.86,3.13,0.65,0.59
2006-11-06,5.90,1.23,2.16,0.86,3.14,0.65,0.59
2006-11-07,5.90,1.23,2.17,0.86,3.16,0.66,0.59
2006-11-08,5.93,1.23,2.17,0.86,3.17,0.65,0.59
2006-11-09,5.87,1.22,2.15,0.86,3.15,0.65,0.59
2006-11-10,5.92,1.22,2.17,0.85,3.17,0.66,0.59
2006-11-13,5.88,1.22,2.15,0.85,3.13,0.65,0.59
2006-11-14,5.88,1.22,2.15,0.85,3.14,0.65,0.59
2006-11-15,5.77,1.21,2.10,0.84,3.05,0.65,0.59
2006-11-16,5.72,1.21,2.05,0.84,2.99,0.65,0.58
2006-11-17,5.79,1.22,2.10,0.85,3.06,0.65,0.59
2006-11-20,5.81,1.21,2.11,0.84,3.08,0.65,0.59
2006-11-21,5.88,1.21,2.14,0.84,3.15,0.65,0.59
2006-11-22,5.91,1.22,2.16,0.85,3.17,0.65,0.59
2006-11-23,5.90,1.22,2.15,0.84,3.16,0.65,0.59
2006-11-24,5.92,1.22,2.16,0.84,3.18,0.65,0.59
2006-11-27,5.95,1.22,2.18,0.85,3.19,0.65,0.59
2006-11-28,6.04,1.22,2.21,0.85,3.24,0.65,0.58
2006-11-29,5.92,1.22,2.16,0.85,3.17,0.64,0.58
2006-11-30,5.84,1.23,2.16,0.86,3.22,0.65,0.58
2006-12-01,5.83,1.24,2.17,0.86,3.24,0.65,0.58
2006-12-04,5.80,1.23,2.16,0.85,3.23,0.64,0.57
2006-12-05,5.73,1.23,2.11,0.85,3.16,0.64,0.57
2006-12-06,5.61,1.22,2.06,0.85,3.09,0.63,0.57
2006-12-07,5.54,1.21,2.06,0.84,3.08,0.63,0.56
2006-12-08,5.48,1.21,2.02,0.84,3.02,0.63,0.56
2006-12-11,5.50,1.21,2.04,0.84,3.04,0.63,0.57
2006-12-12,5.57,1.22,2.07,0.85,3.08,0.63,0.57
2006-12-13,5.48,1.21,2.02,0.84,3.02,0.62,0.56
2006-12-14,5.49,1.22,2.02,0.85,3.03,0.63,0.57
2006-12-15,5.44,1.22,2.00,0.85,3.00,0.63,0.57
2006-12-18,5.45,1.22,2.00,0.84,3.01,0.63,0.57
2006-12-19,5.42,1.22,1.99,0.84,3.01,0.63,0.57
2006-12-20,5.39,1.22,1.99,0.84,3.00,0.63,0.57
2006-12-21,5.43,1.22,2.01,0.84,3.03,0.63,0.57
2006-12-22,5.35,1.21,1.96,0.84,2.95,0.62,0.56
2006-12-25,.,.,.,.,.,.,.
2006-12-26,5.36,1.21,1.96,0.84,2.95,0.62,0.56
2006-12-27,5.29,1.21,1.92,0.83,2.88,0.62,0.56
2006-12-28,5.24,1.20,1.89,0.83,2.84,0.61,0.55
2006-12-29,5.23,1.20,1.88,0.83,2.82,0.61,0.55
2006-12-31,5.28,1.22,1.94,0.84,2.86,0.61,0.56
2007-01-01,.,.,.,.,.,.,.
2007-01-02,5.29,1.22,1.96,0.84,2.88,0.62,0.57
2007-01-03,5.28,1.22,1.97,0.84,2.89,0.62,0.56
2007-01-04,5.31,1.21,2.00,0.84,2.94,0.61,0.56
2007-01-05,5.26,1.21,1.99,0.84,2.91,0.61,0.55
2007-01-08,5.22,1.21,1.99,0.83,2.90,0.61,0.55
2007-01-09,5.17,1.21,1.99,0.84,2.87,0.61,0.55
2007-01-10,5.12,1.21,1.97,0.83,2.85,0.60,0.55
2007-01-11,5.03,1.20,1.94,0.83,2.79,0.60,0.55
2007-01-12,4.99,1.20,1.93,0.83,2.77,0.60,0.55
2007-01-15,4.97,1.19,1.92,0.83,2.75,0.60,0.55
2007-01-16,4.95,1.19,1.92,0.83,2.74,0.60,0.55
2007-01-17,4.84,1.18,1.88,0.82,2.67,0.60,0.55
2007-01-18,4.85,1.18,1.89,0.82,2.69,0.60,0.55
2007-01-19,4.82,1.18,1.86,0.82,2.66,0.60,0.55
2007-01-22,4.78,1.18,1.86,0.82,2.66,0.60,0.55
2007-01-23,4.71,1.17,1.83,0.81,2.61,0.59,0.55
2007-01-24,4.68,1.16,1.82,0.81,2.59,0.60,0.55
2007-01-25,4.59,1.15,1.78,0.81,2.52,0.59,0.55
2007-01-26,4.63,1.15,1.80,0.81,2.53,0.59,0.55
2007-01-29,4.63,1.15,1.79,0.80,2.51,0.59,0.54
2007-01-30,4.71,1.15,1.82,0.80,2.56,0.59,0.54
2007-01-31,4.78,1.17,1.88,0.82,2.70,0.61,0.56
2007-02-01,4.69,1.16,1.84,0.82,2.64,0.60,0.55
2007-02-02,4.69,1.16,1.85,0.82,2.64,0.60,0.56
2007-02-05,4.67,1.15,1.86,0.81,2.65,0.60,0.56
2007-02-06,4.66,1.15,1.86,0.81,2.65,0.60,0.56
2007-02-07,4.62,1.15,1.85,0.81,2.63,0.60,0.56
2007-02-08,4.63,1.14,1.85,0.81,2.62,0.60,0.55
2007-02-09,4.52,1.14,1.81,0.81,2.56,0.60,0.55
2007-02-12,4.52,1.14,1.81,0.80,2.56,0.60,0.55
2007-02-13,4.49,1.14,1.80,0.80,2.54,0.60,0.55
2007-02-14,4.55,1.14,1.84,0.80,2.58,0.60,0.55
2007-02-15,4.50,1.13,1.83,0.80,2.56,0.60,0.55
2007-02-16,4.46,1.13,1.82,0.80,2.54,0.60,0.55
2007-02-19,4.46,1.13,1.81,0.80,2.53,0.60,0.54
2007-02-20,4.45,1.12,1.82,0.80,2.53,0.60,0.55
2007-02-21,4.39,1.12,1.80,0.79,2.49,0.60,0.55
2007-02-22,4.31,1.12,1.77,0.79,2.45,0.60,0.55
2007-02-23,4.40,1.12,1.83,0.80,2.51,0.60,0.55
2007-02-26,4.43,1.12,1.85,0.79,2.54,0.60,0.55
2007-02-27,4.72,1.15,2.00,0.82,2.77,0.62,0.57
2007-02-28,4.78,1.16,2.02,0.83,2.78,0.64,0.58
2007-03-01,4.84,1.16,2.01,0.83,2.80,0.63,0.57
2007-03-02,4.98,1.17,2.06,0.83,2.88,0.64,0.58
2007-03-05,5.05,1.19,2.12,0.85,2.98,0.65,0.59
2007-03-06,4.95,1.19,2.09,0.85,2.92,0.65,0.59
2007-03-07,4.88,1.19,2.08,0.85,2.89,0.65,0.59
2007-03-08,4.79,1.18,2.04,0.84,2.82,0.66,0.59
2007-03-09,4.69,1.17,1.96,0.84,2.71,0.65,0.58
2007-03-12,4.75,1.18,2.01,0.84,2.77,0.65,0.59
2007-03-13,4.95,1.20,2.08,0.85,2.90,0.67,0.60
2007-03-14,4.98,1.20,2.08,0.86,2.92,0.67,0.59
2007-03-15,4.88,1.20,2.05,0.85,2.86,0.67,0.60
2007-03-16,4.87,1.20,2.05,0.86,2.86,0.68,0.60
2007-03-19,4.83,1.20,2.02,0.86,2.83,0.68,0.60
2007-03-20,4.87,1.20,2.05,0.87,2.86,0.69,0.60
2007-03-21,4.88,1.21,2.07,0.87,2.89,0.69,0.61
2007-03-22,4.78,1.20,2.01,0.86,2.77,0.68,0.60
2007-03-23,4.77,1.20,1.99,0.86,2.75,0.68,0.60
2007-03-26,4.81,1.20,2.00,0.86,2.78,0.68,0.60
2007-03-27,4.82,1.20,2.00,0.86,2.77,0.68,0.60
2007-03-28,4.85,1.21,2.03,0.86,2.80,0.68,0.59
2007-03-29,4.81,1.21,2.01,0.86,2.78,0.68,0.59
2007-03-30,4.77,1.20,2.01,0.86,2.75,0.68,0.59
2007-03-31,4.86,1.22,2.04,0.87,2.85,0.69,0.60
