DATE,BAMLH0A3HYC,BAMLC0A4CBBB,BAMLH0A1HYBB,BAMLC0A3CA,BAMLH0A2HYB,BAMLC0A2CAA,BAMLC0A1CAAA
2004-03-24,9.13,1.35,2.56,0.69,4.32,0.49,0.64
2004-03-25,9.08,1.35,2.54,0.69,4.29,0.48,0.63
2004-03-26,8.90,1.34,2.46,0.69,4.18,0.48,0.62
2004-03-29,8.76,1.32,2.40,0.69,4.09,0.47,0.61
2004-03-30,8.80,1.32,2.39,0.69,4.06,0.48,0.61
2004-03-31,8.73,1.33,2.47,0.70,4.23,0.48,0.60
2004-04-01,8.58,1.33,2.41,0.69,4.14,0.48,0.59
2004-04-02,8.31,1.31,2.30,0.68,3.96,0.47,0.57
2004-04-05,8.26,1.30,2.27,0.68,3.89,0.47,0.57
2004-04-06,8.25,1.29,2.31,0.69,3.93,0.48,0.58
2004-04-07,8.19,1.28,2.29,0.69,3.90,0.47,0.58
2004-04-08,8.12,1.27,2.26,0.68,3.84,0.46,0.57
2004-04-09,.,.,.,.,.,.,.
2004-04-12,8.06,1.27,2.23,0.68,3.80,0.46,0.57
2004-04-13,7.97,1.26,2.19,0.67,3.74,0.46,0.56
2004-04-14,8.01,1.26,2.20,0.67,3.74,0.46,0.56
2004-04-15,7.97,1.23,2.19,0.66,3.71,0.46,0.55
2004-04-16,7.90,1.23,2.21,0.66,3.75,0.45,0.55
2004-04-19,7.95,1.28,2.20,0.70,3.70,0.46,0.56
2004-04-20,7.93,1.28,2.17,0.70,3.65,0.46,0.56
2004-04-21,7.98,1.26,2.17,0.67,3.65,0.46,0.55
2004-04-22,7.95,1.25,2.20,0.67,3.67,0.46,0.55
2004-04-23,7.72,1.19,2.10,0.65,3.57,0.44,0.53
2004-04-26,7.86,1.22,2.10,0.66,3.56,0.44,0.53
2004-04-27,7.87,1.22,2.14,0.66,3.58,0.44,0.53
2004-04-28,7.87,1.23,2.11,0.66,3.53,0.45,0.55
2004-04-29,7.90,1.24,2.12,0.67,3.55,0.45,0.54
2004-04-30,8.09,1.25,2.19,0.68,3.62,0.45,0.56
2004-05-03,8.15,1.25,2.20,0.67,3.64,0.45,0.56
2004-05-04,8.24,1.26,2.23,0.68,3.70,0.46,0.55
2004-05-05,8.18,1.28,2.23,0.70,3.69,0.47,0.59
2004-05-06,8.30,1.30,2.29,0.71,3.77,0.49,0.59
2004-05-07,8.23,1.29,2.25,0.70,3.69,0.49,0.58
2004-05-10,8.59,1.32,2.41,0.72,3.92,0.51,0.59
2004-05-11,8.62,1.32,2.45,0.72,3.94,0.50,0.59
2004-05-12,8.75,1.34,2.51,0.73,4.01,0.51,0.60
2004-05-13,8.83,1.34,2.54,0.74,4.08,0.51,0.60
2004-05-14,8.97,1.34,2.61,0.74,4.20,0.51,0.61
2004-05-17,9.13,1.35,2.65,0.74,4.29,0.52,0.62
2004-05-18,8.98,1.34,2.57,0.74,4.19,0.52,0.62
2004-05-19,8.75,1.33,2.49,0.74,4.03,0.52,0.61
2004-05-20,8.86,1.34,2.55,0.74,4.12,0.52,0.61
2004-05-21,8.68,1.34,2.50,0.74,4.06,0.51,0.60
2004-05-24,8.57,1.33,2.50,0.74,4.03,0.51,0.60
2004-05-25,8.54,1.34,2.49,0.73,4.02,0.51,0.60
2004-05-26,8.49,1.34,2.52,0.74,4.02,0.52,0.61
2004-05-27,8.55,1.34,2.55,0.74,4.05,0.52,0.61
2004-05-28,8.51,1.32,2.48,0.73,3.95,0.51,0.62
2004-05-31,8.48,1.33,2.55,0.74,4.00,0.52,0.62
2004-06-01,8.45,1.34,2.52,0.75,3.98,0.53,0.62
2004-06-02,8.41,1.34,2.50,0.76,3.95,0.53,0.63
2004-06-03,8.42,1.34,2.52,0.76,3.97,0.53,0.63
2004-06-04,8.26,1.34,2.45,0.76,3.89,0.53,0.62
2004-06-07,8.24,1.33,2.47,0.76,3.89,0.53,0.63
2004-06-08,8.16,1.32,2.43,0.75,3.82,0.52,0.62
2004-06-09,8.04,1.32,2.40,0.75,3.77,0.52,0.61
2004-06-10,8.04,1.32,2.41,0.75,3.78,0.53,0.61
2004-06-11,8.05,1.32,2.40,0.75,3.77,0.53,0.61
2004-06-14,7.99,1.32,2.36,0.75,3.71,0.53,0.61
2004-06-15,8.12,1.31,2.45,0.75,3.86,0.53,0.62
2004-06-16,7.95,1.31,2.40,0.74,3.79,0.53,0.61
2004-06-17,7.93,1.31,2.42,0.74,3.80,0.53,0.61
2004-06-18,7.86,1.31,2.40,0.74,3.77,0.52,0.61
2004-06-21,7.85,1.31,2.40,0.74,3.77,0.52,0.61
2004-06-22,7.79,1.30,2.38,0.74,3.72,0.51,0.61
2004-06-23,7.80,1.30,2.37,0.74,3.72,0.52,0.61
2004-06-24,7.85,1.31,2.39,0.75,3.76,0.52,0.62
2004-06-25,7.83,1.31,2.37,0.75,3.76,0.52,0.62
2004-06-28,7.72,1.31,2.31,0.74,3.64,0.51,0.61
2004-06-29,7.90,1.31,2.33,0.75,3.70,0.52,0.61
2004-06-30,8.09,1.33,2.49,0.76,3.88,0.54,0.63
2004-07-01,8.14,1.33,2.52,0.77,3.91,0.54,0.64
2004-07-02,8.18,1.34,2.56,0.77,3.96,0.55,0.64
2004-07-05,8.18,1.33,2.56,0.77,3.96,0.54,0.64
2004-07-06,8.20,1.33,2.52,0.76,3.89,0.53,0.64
2004-07-07,8.20,1.33,2.51,0.76,3.87,0.53,0.64
2004-07-08,8.18,1.34,2.50,0.76,3.85,0.53,0.64
2004-07-09,8.16,1.34,2.48,0.76,3.84,0.53,0.63
2004-07-12,8.15,1.33,2.47,0.76,3.84,0.53,0.64
2004-07-13,8.09,1.32,2.43,0.76,3.77,0.52,0.63
2004-07-14,8.04,1.32,2.40,0.76,3.72,0.53,0.63
2004-07-15,7.98,1.31,2.38,0.75,3.68,0.53,0.63
2004-07-16,8.09,1.30,2.44,0.75,3.77,0.53,0.63
2004-07-19,8.07,1.29,2.40,0.74,3.72,0.52,0.62
2004-07-20,7.93,1.29,2.31,0.73,3.58,0.51,0.61
2004-07-21,7.90,1.29,2.29,0.74,3.57,0.52,0.62
2004-07-22,8.02,1.29,2.32,0.74,3.64,0.52,0.62
2004-07-23,8.07,1.29,2.35,0.74,3.69,0.52,0.62
2004-07-26,8.16,1.29,2.32,0.74,3.69,0.52,0.61
2004-07-27,8.14,1.28,2.30,0.73,3.65,0.51,0.61
2004-07-28,8.16,1.29,2.34,0.74,3.70,0.52,0.61
2004-07-29,8.15,1.28,2.33,0.74,3.66,0.52,0.61
2004-07-30,8.22,1.28,2.38,0.74,3.71,0.52,0.61
2004-07-31,8.26,1.29,2.41,0.74,3.83,0.52,0.63
2004-08-02,8.30,1.32,2.43,0.77,3.84,0.55,0.64
2004-08-03,8.33,1.31,2.44,0.76,3.86,0.55,0.64
2004-08-04,8.39,1.32,2.44,0.76,3.85,0.55,0.64
2004-08-05,8.38,1.32,2.44,0.76,3.85,0.55,0.64
2004-08-06,8.58,1.33,2.55,0.76,3.99,0.55,0.65
2004-08-09,8.57,1.33,2.51,0.76,3.96,0.54,0.64
2004-08-10,8.62,1.33,2.48,0.76,3.88,0.54,0.63
2004-08-11,8.59,1.33,2.48,0.76,3.88,0.54,0.63
2004-08-12,8.71,1.33,2.52,0.76,3.94,0.54,0.64
2004-08-13,8.74,1.33,2.55,0.76,3.97,0.54,0.64
2004-08-16,8.69,1.33,2.52,0.76,3.92,0.54,0.64
2004-08-17,8.67,1.32,2.53,0.76,3.97,0.54,0.64
2004-08-18,8.55,1.32,2.49,0.76,3.91,0.54,0.64
2004-08-19,8.54,1.31,2.50,0.76,3.88,0.54,0.64
2004-08-20,8.49,1.31,2.45,0.75,3.84,0.53,0.63
2004-08-23,8.40,1.31,2.41,0.75,3.78,0.53,0.63
2004-08-24,8.38,1.30,2.41,0.75,3.75,0.53,0.63
2004-08-25,8.32,1.30,2.39,0.74,3.73,0.53,0.62
2004-08-26,8.29,1.29,2.41,0.74,3.76,0.53,0.62
2004-08-27,8.26,1.28,2.40,0.73,3.74,0.52,0.61
2004-08-30,8.28,1.28,2.40,0.73,3.75,0.52,0.60
2004-08-31,8.46,1.27,2.53,0.74,3.83,0.52,0.62
2004-09-01,8.44,1.28,2.54,0.75,3.84,0.53,0.63
2004-09-02,8.35,1.27,2.46,0.74,3.76,0.52,0.62
2004-09-03,8.23,1.26,2.38,0.74,3.66,0.51,0.61
2004-09-06,8.23,1.26,2.37,0.73,3.66,0.51,0.61
2004-09-07,8.23,1.25,2.44,0.73,3.70,0.51,0.61
2004-09-08,8.24,1.25,2.45,0.73,3.73,0.51,0.62
2004-09-09,8.18,1.26,2.39,0.73,3.66,0.51,0.62
2004-09-10,8.14,1.25,2.38,0.73,3.66,0.51,0.61
2004-09-13,8.07,1.24,2.39,0.72,3.63,0.51,0.61
2004-09-14,8.03,1.23,2.38,0.72,3.63,0.50,0.61
2004-09-15,8.01,1.23,2.35,0.72,3.61,0.50,0.61
2004-09-16,8.08,1.24,2.43,0.72,3.74,0.50,0.61
2004-09-17,8.07,1.23,2.34,0.71,3.60,0.50,0.60
2004-09-20,8.19,1.23,2.38,0.71,3.66,0.50,0.61
2004-09-21,8.12,1.22,2.35,0.70,3.64,0.49,0.59
2004-09-22,8.16,1.23,2.36,0.71,3.65,0.50,0.60
2004-09-23,8.06,1.23,2.26,0.70,3.56,0.49,0.59
2004-09-24,8.08,1.23,2.27,0.70,3.57,0.49,0.59
2004-09-27,8.18,1.23,2.32,0.70,3.60,0.49,0.59
2004-09-28,8.14,1.23,2.31,0.71,3.62,0.49,0.60
2004-09-29,8.11,1.23,2.28,0.71,3.57,0.49,0.60
2004-09-30,8.33,1.23,2.31,0.72,3.58,0.50,0.60
2004-10-01,8.22,1.22,2.30,0.71,3.51,0.50,0.60
2004-10-04,8.19,1.21,2.30,0.71,3.52,0.50,0.59
2004-10-05,8.17,1.21,2.30,0.71,3.53,0.49,0.59
2004-10-06,8.07,1.21,2.23,0.71,3.44,0.49,0.59
2004-10-07,8.00,1.21,2.21,0.71,3.39,0.49,0.59
2004-10-08,8.06,1.21,2.28,0.71,3.47,0.50,0.60
2004-10-11,8.07,1.21,2.27,0.70,3.46,0.49,0.60
2004-10-12,8.13,1.21,2.27,0.70,3.47,0.49,0.59
2004-10-13,8.17,1.21,2.30,0.70,3.46,0.50,0.59
2004-10-14,8.17,1.21,2.33,0.71,3.52,0.50,0.60
2004-10-15,8.10,1.21,2.31,0.71,3.45,0.49,0.60
2004-10-18,8.20,1.21,2.33,0.70,3.47,0.49,0.60
2004-10-19,8.21,1.22,2.34,0.70,3.48,0.48,0.59
2004-10-20,8.28,1.25,2.39,0.72,3.55,0.50,0.62
2004-10-21,8.18,1.24,2.35,0.72,3.48,0.49,0.61
2004-10-22,8.17,1.24,2.34,0.73,3.48,0.50,0.61
2004-10-25,8.14,1.25,2.33,0.72,3.47,0.49,0.61
2004-10-26,8.02,1.24,2.31,0.72,3.43,0.49,0.61
2004-10-27,7.95,1.22,2.21,0.72,3.30,0.49,0.61
2004-10-28,7.81,1.22,2.21,0.71,3.28,0.49,0.61
2004-10-29,7.72,1.21,2.19,0.70,3.27,0.48,0.60
2004-10-31,7.85,1.22,2.19,0.70,3.32,0.48,0.61
2004-11-01,7.72,1.22,2.15,0.71,3.26,0.49,0.61
2004-11-02,7.67,1.22,2.14,0.71,3.24,0.49,0.62
2004-11-03,7.58,1.21,2.11,0.71,3.18,0.50,0.62
2004-11-04,7.48,1.20,2.07,0.70,3.12,0.49,0.61
2004-11-05,7.27,1.18,1.98,0.69,2.96,0.48,0.60
2004-11-08,7.24,1.18,1.97,0.69,2.95,0.48,0.60
2004-11-09,7.28,1.18,1.98,0.69,2.95,0.48,0.61
2004-11-10,7.23,1.17,1.96,0.69,2.95,0.48,0.61
2004-11-11,7.23,1.17,1.96,0.69,2.94,0.48,0.61
2004-11-12,7.24,1.16,1.98,0.68,3.00,0.48,0.61
2004-11-15,7.15,1.16,1.97,0.68,2.99,0.48,0.60
2004-11-16,7.04,1.16,1.96,0.68,2.98,0.48,0.60
2004-11-17,7.12,1.16,2.01,0.68,3.04,0.48,0.61
2004-11-18,7.06,1.16,1.99,0.68,3.02,0.48,0.60
2004-11-19,6.96,1.15,1.91,0.67,2.93,0.47,0.60
2004-11-22,7.00,1.15,1.94,0.67,2.97,0.47,0.60
2004-11-23,6.96,1.15,1.92,0.67,2.94,0.47,0.60
2004-11-24,6.91,1.14,1.91,0.67,2.92,0.47,0.60
2004-11-25,6.84,1.12,1.91,0.66,2.97,0.47,0.59
2004-11-26,6.86,1.14,1.88,0.67,2.88,0.47,0.60
2004-11-29,6.77,1.13,1.86,0.66,2.85,0.46,0.58
2004-11-30,6.80,1.15,1.94,0.67,2.91,0.47,0.57
2004-12-01,6.73,1.15,1.94,0.67,2.89,0.47,0.57
2004-12-02,6.68,1.14,1.93,0.66,2.88,0.47,0.57
2004-12-03,6.77,1.14,1.99,0.66,2.96,0.47,0.58
2004-12-06,6.79,1.13,1.99,0.66,2.96,0.47,0.58
2004-12-07,6.72,1.13,1.97,0.66,2.94,0.47,0.58
2004-12-08,6.75,1.13,2.01,0.65,3.00,0.47,0.59
2004-12-09,6.66,1.14,1.98,0.65,2.96,0.47,0.58
2004-12-10,6.62,1.14,1.97,0.65,2.96,0.47,0.58
2004-12-13,6.58,1.14,1.96,0.65,2.93,0.47,0.58
2004-12-14,6.55,1.14,1.97,0.64,2.94,0.46,0.58
2004-12-15,6.51,1.13,1.97,0.64,2.95,0.47,0.58
2004-12-16,6.37,1.13,1.91,0.64,2.85,0.46,0.58
2004-12-17,6.39,1.13,1.90,0.65,2.85,0.46,0.58
2004-12-20,6.38,1.11,1.91,0.65,2.83,0.46,0.57
2004-12-21,6.36,1.11,1.93,0.64,2.86,0.46,0.57
2004-12-22,6.33,1.12,1.92,0.65,2.83,0.46,0.58
2004-12-23,6.32,1.11,1.91,0.64,2.83,0.46,0.57
2004-12-24,.,.,.,.,.,.,.
2004-12-27,6.25,1.11,1.87,0.64,2.77,0.45,0.57
2004-12-28,6.20,1.11,1.88,0.64,2.77,0.45,0.57
2004-12-29,6.17,1.10,1.85,0.64,2.73,0.45,0.56
2004-12-30,6.20,1.10,1.88,0.64,2.77,0.45,0.57
2004-12-31,6.36,1.13,2.02,0.68,2.92,0.54,0.55
2005-01-03,6.30,1.13,1.99,0.68,2.88,0.55,0.54
2005-01-04,6.22,1.13,1.92,0.68,2.78,0.54,0.54
2005-01-05,6.30,1.14,1.97,0.68,2.86,0.54,0.54
2005-01-06,6.34,1.15,2.00,0.68,2.92,0.55,0.55
2005-01-07,6.32,1.15,1.99,0.68,2.89,0.54,0.54
2005-01-10,6.40,1.15,2.01,0.68,2.92,0.54,0.54
2005-01-11,6.55,1.15,2.07,0.68,3.01,0.54,0.54
2005-01-12,6.55,1.16,2.08,0.68,3.03,0.55,0.55
2005-01-13,6.62,1.16,2.12,0.68,3.07,0.55,0.55
2005-01-14,6.60,1.17,2.10,0.68,3.06,0.54,0.54
2005-01-17,6.57,1.16,2.09,0.68,3.04,0.54,0.54
2005-01-18,6.62,1.17,2.12,0.67,3.07,0.54,0.55
2005-01-19,6.64,1.18,2.12,0.67,3.07,0.54,0.55
2005-01-20,6.80,1.22,2.17,0.68,3.16,0.55,0.55
2005-01-21,6.85,1.22,2.18,0.68,3.23,0.55,0.55
2005-01-24,6.86,1.19,2.17,0.67,3.23,0.54,0.55
2005-01-25,6.75,1.18,2.11,0.68,3.15,0.54,0.55
2005-01-26,6.70,1.17,2.10,0.67,3.13,0.53,0.55
2005-01-27,6.62,1.16,2.07,0.67,3.08,0.53,0.55
2005-01-28,6.68,1.17,2.10,0.67,3.12,0.53,0.55
2005-01-31,6.82,1.17,2.09,0.68,3.13,0.53,0.55
2005-02-01,6.75,1.17,2.07,0.68,3.10,0.54,0.55
2005-02-02,6.63,1.16,2.04,0.67,3.04,0.54,0.55
2005-02-03,6.52,1.16,2.00,0.67,2.99,0.53,0.55
2005-02-04,6.56,1.15,2.04,0.66,3.03,0.53,0.55
2005-02-07,6.54,1.14,2.02,0.65,3.02,0.53,0.55
2005-02-08,6.54,1.14,2.00,0.65,2.97,0.53,0.55
2005-02-09,6.70,1.16,2.05,0.68,3.05,0.55,0.57
2005-02-10,6.69,1.16,1.98,0.68,2.98,0.54,0.56
2005-02-11,6.67,1.15,1.95,0.68,2.94,0.54,0.55
2005-02-14,6.64,1.15,1.94,0.67,2.91,0.54,0.55
2005-02-15,6.58,1.15,1.92,0.68,2.86,0.54,0.55
2005-02-16,6.49,1.14,1.86,0.67,2.78,0.54,0.55
2005-02-17,6.46,1.14,1.86,0.67,2.78,0.54,0.55
2005-02-18,6.40,1.13,1.80,0.67,2.71,0.53,0.54
2005-02-21,6.40,1.13,1.80,0.67,2.71,0.53,0.54
2005-02-22,6.37,1.12,1.81,0.67,2.72,0.53,0.53
2005-02-23,6.37,1.12,1.80,0.66,2.72,0.53,0.53
2005-02-24,6.30,1.11,1.78,0.66,2.67,0.53,0.52
2005-02-25,6.26,1.11,1.76,0.65,2.63,0.52,0.52
2005-02-28,6.25,1.12,1.74,0.67,2.62,0.52,0.52
2005-03-01,6.22,1.10,1.74,0.65,2.60,0.51,0.50
2005-03-02,6.27,1.10,1.75,0.65,2.63,0.50,0.50
2005-03-03,6.26,1.10,1.74,0.65,2.63,0.51,0.50
2005-03-04,6.27,1.10,1.77,0.64,2.66,0.51,0.50
2005-03-07,6.22,1.10,1.74,0.64,2.61,0.50,0.50
2005-03-08,6.15,1.10,1.70,0.64,2.54,0.51,0.49
2005-03-09,6.10,1.10,1.65,0.64,2.49,0.51,0.49
2005-03-10,6.16,1.10,1.72,0.64,2.55,0.51,0.49
2005-03-11,6.10,1.10,1.67,0.64,2.51,0.50,0.49
2005-03-14,6.17,1.11,1.72,0.64,2.54,0.51,0.49
2005-03-15,6.19,1.12,1.72,0.64,2.52,0.51,0.49
2005-03-16,6.37,1.18,1.81,0.65,2.66,0.53,0.51
2005-03-17,6.50,1.21,1.90,0.66,2.78,0.53,0.51
2005-03-18,6.46,1.21,1.87,0.66,2.77,0.53,0.50
2005-03-21,6.60,1.26,1.93,0.66,2.89,0.53,0.51
2005-03-22,6.63,1.27,1.93,0.67,2.89,0.53,0.50
2005-03-23,6.78,1.28,2.04,0.68,3.00,0.54,0.52
2005-03-24,6.71,1.27,2.04,0.68,2.99,0.54,0.52
2005-03-25,.,.,.,.,.,.,.
2005-03-28,6.71,1.27,2.05,0.68,3.00,0.54,0.52
2005-03-29,6.80,1.29,2.13,0.69,3.09,0.55,0.52
2005-03-30,6.96,1.31,2.21,0.71,3.20,0.55,0.53
2005-03-31,7.33,1.33,2.34,0.73,3.30,0.58,0.57
2005-04-01,7.34,1.35,2.38,0.72,3.34,0.58,0.57
2005-04-04,7.42,1.38,2.40,0.74,3.37,0.59,0.59
2005-04-05,7.36,1.38,2.35,0.73,3.31,0.58,0.58
2005-04-06,7.29,1.37,2.31,0.73,3.26,0.58,0.59
2005-04-07,7.18,1.36,2.24,0.73,3.18,0.58,0.59
2005-04-08,7.18,1.37,2.23,0.72,3.15,0.58,0.59
2005-04-11,7.26,1.44,2.31,0.72,3.23,0.58,0.60
2005-04-12,7.45,1.44,2.37,0.72,3.36,0.58,0.60
2005-04-13,7.46,1.46,2.41,0.73,3.40,0.59,0.60
2005-04-14,7.68,1.50,2.52,0.74,3.53,0.59,0.61
2005-04-15,7.93,1.55,2.63,0.75,3.68,0.60,0.63
2005-04-18,8.07,1.59,2.69,0.76,3.78,0.61,0.63
2005-04-19,8.08,1.58,2.69,0.75,3.81,0.61,0.62
2005-04-20,8.02,1.54,2.64,0.75,3.75,0.60,0.63
2005-04-21,7.94,1.50,2.52,0.75,3.63,0.60,0.63
2005-04-22,8.06,1.47,2.53,0.75,3.66,0.60,0.63
2005-04-25,8.17,1.49,2.53,0.75,3.67,0.60,0.63
2005-04-26,8.28,1.50,2.54,0.75,3.72,0.60,0.62
2005-04-27,8.55,1.50,2.62,0.75,3.85,0.60,0.62
2005-04-28,8.84,1.52,2.68,0.76,3.97,0.61,0.63
2005-04-29,8.81,1.53,2.69,0.76,3.96,0.60,0.63
2005-04-30,8.85,1.54,2.69,0.77,4.02,0.61,0.62
2005-05-02,8.73,1.54,2.70,0.77,4.00,0.62,0.62
2005-05-03,8.65,1.55,2.68,0.77,3.97,0.61,0.62
2005-05-04,8.65,1.53,2.67,0.79,3.95,0.62,0.63
2005-05-05,8.70,1.58,2.66,0.79,3.97,0.62,0.63
2005-05-06,8.66,1.63,2.61,0.79,3.88,0.61,0.63
2005-05-09,8.58,1.61,2.61,0.78,3.86,0.61,0.62
2005-05-10,8.73,1.61,2.67,0.78,3.95,0.61,0.62
2005-05-11,8.94,1.63,2.74,0.79,4.04,0.62,0.62
2005-05-12,9.07,1.65,2.77,0.79,4.08,0.62,0.63
2005-05-13,9.28,1.68,2.86,0.80,4.20,0.64,0.64
2005-05-16,9.50,1.69,2.90,0.81,4.33,0.65,0.63
2005-05-17,9.62,1.71,2.96,0.81,4.43,0.65,0.63
2005-05-18,9.47,1.71,2.95,0.81,4.42,0.65,0.63
2005-05-19,9.32,1.69,2.82,0.80,4.24,0.64,0.62
2005-05-20,9.21,1.67,2.77,0.81,4.17,0.64,0.63
2005-05-23,9.17,1.65,2.74,0.80,4.13,0.64,0.63
2005-05-24,9.18,1.67,2.73,0.80,4.11,0.63,0.63
2005-05-25,8.95,1.64,2.64,0.81,3.97,0.64,0.63
2005-05-26,8.81,1.60,2.58,0.81,3.89,0.63,0.63
2005-05-27,8.74,1.55,2.54,0.81,3.83,0.63,0.62
2005-05-30,8.74,1.55,2.54,0.81,3.83,0.63,0.62
2005-05-31,8.44,1.36,2.95,0.80,3.94,0.62,0.62
2005-06-01,8.46,1.36,2.95,0.80,3.95,0.62,0.62
2005-06-02,8.25,1.32,2.82,0.79,3.84,0.62,0.62
2005-06-03,8.12,1.31,2.74,0.79,3.71,0.62,0.62
2005-06-06,8.26,1.31,2.81,0.79,3.81,0.62,0.62
2005-06-07,8.29,1.31,2.82,0.79,3.80,0.62,0.61
2005-06-08,8.29,1.32,2.81,0.80,3.79,0.63,0.61
2005-06-09,8.33,1.33,2.84,0.81,3.80,0.64,0.63
2005-06-10,8.19,1.33,2.75,0.81,3.70,0.63,0.62
2005-06-13,8.16,1.32,2.72,0.81,3.67,0.62,0.61
2005-06-14,8.07,1.31,2.66,0.81,3.64,0.62,0.62
2005-06-15,7.91,1.30,2.64,0.80,3.60,0.61,0.61
2005-06-16,7.95,1.31,2.68,0.80,3.65,0.61,0.61
2005-06-17,7.96,1.31,2.67,0.80,3.62,0.61,0.61
2005-06-20,7.91,1.31,2.68,0.79,3.62,0.61,0.61
2005-06-21,7.94,1.31,2.68,0.79,3.63,0.61,0.61
2005-06-22,8.01,1.34,2.77,0.80,3.70,0.61,0.61
2005-06-23,8.00,1.34,2.77,0.80,3.67,0.61,0.61
2005-06-24,8.07,1.35,2.81,0.80,3.72,0.61,0.61
2005-06-27,8.12,1.35,2.83,0.80,3.75,0.61,0.61
2005-06-28,8.00,1.33,2.74,0.79,3.64,0.60,0.61
2005-06-29,7.93,1.33,2.70,0.80,3.59,0.60,0.62
2005-06-30,8.41,1.34,2.74,0.80,3.52,0.61,0.62
2005-07-01,8.29,1.32,2.67,0.79,3.41,0.60,0.62
2005-07-04,8.29,1.32,2.67,0.79,3.41,0.60,0.62
2005-07-05,8.27,1.31,2.62,0.78,3.36,0.59,0.61
2005-07-06,8.28,1.33,2.68,0.79,3.39,0.60,0.61
2005-07-07,8.32,1.33,2.69,0.78,3.43,0.60,0.61
2005-07-08,8.16,1.32,2.61,0.78,3.31,0.59,0.61
2005-07-11,8.06,1.30,2.56,0.77,3.25,0.59,0.61
2005-07-12,8.01,1.29,2.50,0.77,3.16,0.59,0.61
2005-07-13,7.95,1.29,2.47,0.77,3.14,0.59,0.60
2005-07-14,7.86,1.27,2.42,0.77,3.10,0.58,0.60
2005-07-15,7.79,1.27,2.40,0.76,3.07,0.58,0.60
2005-07-18,7.75,1.26,2.37,0.76,3.04,0.58,0.59
2005-07-19,7.78,1.26,2.40,0.75,3.08,0.58,0.58
2005-07-20,7.79,1.26,2.41,0.76,3.07,0.58,0.59
2005-07-21,7.69,1.25,2.34,0.74,2.99,0.56,0.58
2005-07-22,7.72,1.24,2.36,0.74,3.05,0.57,0.58
2005-07-25,7.65,1.24,2.34,0.74,3.01,0.57,0.58
2005-07-26,7.63,1.23,2.33,0.74,3.01,0.57,0.58
2005-07-27,7.56,1.22,2.28,0.74,2.98,0.57,0.58
2005-07-28,7.57,1.21,2.31,0.74,3.01,0.57,0.58
2005-07-29,7.44,1.20,2.24,0.73,2.91,0.56,0.58
2005-07-31,7.62,1.22,2.24,0.74,2.96,0.57,0.59
2005-08-01,7.57,1.21,2.25,0.74,2.95,0.57,0.59
2005-08-02,7.56,1.21,2.25,0.74,2.95,0.57,0.59
2005-08-03,7.61,1.22,2.29,0.74,2.97,0.57,0.59
2005-08-04,7.62,1.22,2.28,0.74,2.95,0.57,0.59
2005-08-05,7.61,1.22,2.28,0.73,2.91,0.57,0.59
2005-08-08,7.63,1.23,2.31,0.73,2.93,0.57,0.58
2005-08-09,7.69,1.23,2.32,0.74,2.94,0.57,0.59
2005-08-10,7.69,1.23,2.31,0.74,2.93,0.57,0.59
2005-08-11,7.81,1.23,2.35,0.74,2.98,0.58,0.59
2005-08-12,7.88,1.24,2.39,0.74,3.02,0.59,0.60
2005-08-15,7.81,1.23,2.36,0.73,2.96,0.58,0.59
2005-08-16,7.81,1.23,2.39,0.73,3.02,0.58,0.59
2005-08-17,7.76,1.23,2.36,0.73,2.97,0.58,0.58
2005-08-18,7.79,1.23,2.39,0.73,3.03,0.58,0.59
2005-08-19,7.78,1.22,2.37,0.73,3.00,0.58,0.58
2005-08-22,7.80,1.22,2.37,0.73,3.00,0.57,0.59
2005-08-23,7.79,1.22,2.38,0.73,3.02,0.58,0.59
2005-08-24,7.67,1.22,2.37,0.73,3.01,0.58,0.59
2005-08-25,7.65,1.22,2.38,0.73,3.00,0.58,0.59
2005-08-26,7.60,1.22,2.35,0.73,2.96,0.58,0.58
2005-08-29,7.62,1.21,2.37,0.72,3.00,0.57,0.58
2005-08-30,7.76,1.23,2.45,0.73,3.12,0.58,0.58
2005-08-31,7.83,1.21,2.66,0.75,3.24,0.61,0.60
2005-09-01,7.93,1.22,2.70,0.75,3.27,0.62,0.60
2005-09-02,7.94,1.23,2.70,0.75,3.26,0.62,0.60
2005-09-05,7.95,1.23,2.70,0.75,3.26,0.62,0.60
2005-09-06,7.90,1.23,2.65,0.75,3.19,0.61,0.59
2005-09-07,7.86,1.23,2.62,0.75,3.15,0.61,0.60
2005-09-08,7.83,1.23,2.61,0.75,3.13,0.61,0.60
2005-09-09,7.85,1.23,2.61,0.75,3.13,0.61,0.60
2005-09-12,7.76,1.22,2.57,0.75,3.10,0.61,0.59
2005-09-13,7.79,1.22,2.59,0.75,3.14,0.61,0.60
2005-09-14,7.77,1.22,2.57,0.75,3.14,0.61,0.60
2005-09-15,7.68,1.22,2.56,0.75,3.14,0.60,0.59
2005-09-16,7.69,1.23,2.55,0.75,3.13,0.60,0.59
2005-09-19,7.77,1.23,2.61,0.75,3.20,0.60,0.59
2005-09-20,7.91,1.23,2.64,0.75,3.23,0.60,0.59
2005-09-21,8.08,1.24,2.70,0.75,3.34,0.61,0.60
2005-09-22,8.23,1.25,2.74,0.75,3.40,0.61,0.59
2005-09-23,8.10,1.25,2.67,0.75,3.29,0.60,0.59
2005-09-26,8.03,1.24,2.62,0.75,3.22,0.60,0.59
